Year,Month,State,City,AVG_Max_High_Temp
2008,September,MS,Ackerman,95.01261021205353
2008,October,MS,Ackerman,88.17566127232142
2008,November,MS,Ackerman,78.29692766462053
2008,December,MS,Ackerman,70.79235264369417
2009,January,MS,Ackerman,67.95626342773437
2009,February,MS,Ackerman,71.52209856305801
2009,March,MS,Ackerman,76.94705060686381
2009,April,MS,Ackerman,83.96785313197542
2009,May,MS,Ackerman,90.18133056640623
2009,June,MS,Ackerman,96.236795828683
2009,July,MS,Ackerman,96.96114536830353
2009,August,MS,Ackerman,96.62219883510042
2009,September,MS,Ackerman,92.39713954380578
2009,October,MS,Ackerman,86.88087280273434
2009,November,MS,Ackerman,79.30517700195311
2009,December,MS,Ackerman,71.17291904994417
2010,January,MS,Ackerman,68.09141095842631
2010,February,MS,Ackerman,72.01553379603791
2010,March,MS,Ackerman,77.9067613002232
2010,April,MS,Ackerman,84.86762294224329
2010,May,MS,Ackerman,91.4821798270089
2010,June,MS,Ackerman,95.68440848214281
2010,July,MS,Ackerman,98.22930507114953
2010,August,MS,Ackerman,98.6402303641183
2010,September,MS,Ackerman,95.10634451729908
2010,October,MS,Ackerman,87.92948381696426
2010,November,MS,Ackerman,80.56429129464284
2010,December,MS,Ackerman,72.13988333565847
2011,January,MS,Ackerman,68.11264334542409
2011,February,MS,Ackerman,72.5212449428013
2011,March,MS,Ackerman,78.9492408970424
2011,April,MS,Ackerman,84.15232666015625
2011,May,MS,Ackerman,91.61096836635042
2011,June,MS,Ackerman,98.42165475027902
2011,July,MS,Ackerman,100.66675013950892
2011,August,MS,Ackerman,100.77017072405133
2011,September,MS,Ackerman,95.03982753208702
2011,October,MS,Ackerman,87.76513619559151
2011,November,MS,Ackerman,78.78752999441963
2011,December,MS,Ackerman,71.14864711216515
2012,January,MS,Ackerman,69.28072806222096
2012,February,MS,Ackerman,73.50400861467631
2012,March,MS,Ackerman,80.14324811662944
2012,April,MS,Ackerman,85.55268851143971
2012,May,MS,Ackerman,92.35553274972096
2012,June,MS,Ackerman,98.57483293805801
2012,July,MS,Ackerman,100.36587123325891
2012,August,MS,Ackerman,98.26796125139509
2012,September,MS,Ackerman,94.65516741071426
2012,October,MS,Ackerman,87.24078491210936
2012,November,MS,Ackerman,78.59955392020089
2012,December,MS,Ackerman,71.60604195731025
2013,January,MS,Ackerman,69.62513898577006
2013,February,MS,Ackerman,72.23234113420756
2013,March,MS,Ackerman,77.31177054268971
2013,April,MS,Ackerman,83.98633893694195
2013,May,MS,Ackerman,91.1038316127232
2013,June,MS,Ackerman,96.87437953404016
2013,July,MS,Ackerman,99.25269723074776
2013,August,MS,Ackerman,99.32718191964284
2013,September,MS,Ackerman,94.78320521763392
2013,October,MS,Ackerman,87.53381120954239
2013,November,MS,Ackerman,78.4138902064732
2013,December,MS,Ackerman,71.59718488420756
2014,January,MS,Ackerman,67.46293282645087
2014,February,MS,Ackerman,72.85333286830355
2014,March,MS,Ackerman,77.36734566824774
2014,April,MS,Ackerman,85.98670601981023
2014,May,MS,Ackerman,91.53295235770086
2014,June,MS,Ackerman,97.1103501674107
2014,July,MS,Ackerman,99.95187761579238
2014,August,MS,Ackerman,98.5968762207031
2014,September,MS,Ackerman,94.11627232142854
2014,October,MS,Ackerman,87.65393624441963
2014,November,MS,Ackerman,80.19269967215398
2014,December,MS,Ackerman,72.07304460797988
2015,January,MS,Ackerman,68.95619192940846
2015,February,MS,Ackerman,71.44439644949775
2015,March,MS,Ackerman,78.05835693359374
2015,April,MS,Ackerman,83.9226077706473
2015,May,MS,Ackerman,91.35976597377228
2015,June,MS,Ackerman,96.21675885881693
2015,July,MS,Ackerman,99.23802001953125
2015,August,MS,Ackerman,96.9693092564174
2015,September,MS,Ackerman,94.04761823381693
2015,October,MS,Ackerman,87.91537684849328
2015,November,MS,Ackerman,77.4892102050781
2015,December,MS,Ackerman,71.33681413922989
2016,January,MS,Ackerman,70.02867204938615
2016,February,MS,Ackerman,71.36270002092631
2016,March,MS,Ackerman,77.2805170549665
2016,April,MS,Ackerman,85.18907505580356
2016,May,MS,Ackerman,90.1660857282366
2016,June,MS,Ackerman,94.70982177734373
2016,July,MS,Ackerman,98.60577253069194
2016,August,MS,Ackerman,98.23505458286829
2016,September,MS,Ackerman,96.31900756835935
2016,October,MS,Ackerman,88.89833147321428
2016,November,MS,Ackerman,78.66454851422989
2016,December,MS,Ackerman,71.23921369280131
2017,January,MS,Ackerman,68.70041190011159
2017,February,MS,Ackerman,72.0607189941406
2017,March,MS,Ackerman,77.3151135253906
2017,April,MS,Ackerman,85.2280032784598
2017,May,MS,Ackerman,92.0765898786272
2017,June,MS,Ackerman,97.45908238002228
2017,July,MS,Ackerman,99.71382219587052
2017,August,MS,Ackerman,99.5387472098214
2017,September,MS,Ackerman,96.18965663364953
2017,October,MS,Ackerman,87.53619158063614
2017,November,MS,Ackerman,78.5902103097098
2017,December,MS,Ackerman,72.0100589425223
2018,January,MS,Ackerman,70.24031581333702
2018,February,MS,Ackerman,72.29613246372766
2018,March,MS,Ackerman,79.81889247349328
2018,April,MS,Ackerman,85.38578526088169
2018,May,MS,Ackerman,91.3409427315848
2018,June,MS,Ackerman,96.00801862444193
2018,July,MS,Ackerman,99.57493669782363
2018,August,MS,Ackerman,100.58578351702008
2018,September,MS,Ackerman,95.68882655552453
2018,October,MS,Ackerman,88.03052664620532
2018,November,MS,Ackerman,80.6191130719866
2018,December,MS,Ackerman,71.40958548409597
2019,January,MS,Ackerman,68.6100807407924
2019,February,MS,Ackerman,73.38567278180801
2019,March,MS,Ackerman,77.27532732282364
2019,April,MS,Ackerman,84.42865635463166
2019,May,MS,Ackerman,91.13042898995532
2019,June,MS,Ackerman,97.06777814592633
2019,July,MS,Ackerman,100.53069492885041
2019,August,MS,Ackerman,100.93661097935266
2019,September,MS,Ackerman,97.06339146205353
2019,October,MS,Ackerman,89.71532976422989
2019,November,MS,Ackerman,79.11815830775669
2019,December,MS,Ackerman,72.0833743722098
2020,January,MS,Ackerman,68.53057373046875
2020,February,MS,Ackerman,72.94217825753346
2020,March,MS,Ackerman,77.94994803292408
2020,April,MS,Ackerman,84.35731584821426
2020,May,MS,Ackerman,92.81971296037943
2020,June,MS,Ackerman,97.7019273158482
2020,July,MS,Ackerman,98.5299093191964
2020,August,MS,Ackerman,99.69671229771204
2020,September,MS,Ackerman,96.15422049386159
2020,October,MS,Ackerman,90.02205235072543
2020,November,MS,Ackerman,78.99718314034594
2020,December,MS,Ackerman,72.29867501395088
2021,January,MS,Ackerman,70.84207362583703
2021,February,MS,Ackerman,71.60698102678569
2021,March,MS,Ackerman,79.36113664899551
2021,April,MS,Ackerman,84.80003086635041
2021,May,MS,Ackerman,90.8351557268415
2021,June,MS,Ackerman,97.051834891183
2021,July,MS,Ackerman,100.81145577566961
2021,August,MS,Ackerman,99.72477713448659
2021,September,MS,Ackerman,97.31314470563612
2021,October,MS,Ackerman,87.62244995117184
2021,November,MS,Ackerman,78.99675938197542
2021,December,MS,Ackerman,71.870234375
2022,January,MS,Ackerman,68.28391758510043
2022,February,MS,Ackerman,71.89510271344864
2022,March,MS,Ackerman,78.09300571986606
2022,April,MS,Ackerman,84.22402814592631
2022,May,MS,Ackerman,91.33931832449775
2022,June,MS,Ackerman,98.16628801618302
2022,July,MS,Ackerman,98.41144531249999
2022,August,MS,Ackerman,99.34025565011159
2022,September,MS,Ackerman,96.06374546595981
2022,October,MS,Ackerman,88.22599696568078
2022,November,MS,Ackerman,79.12584873744419
2022,December,MS,Ackerman,72.74986258370532
2023,January,MS,Ackerman,70.63323399135042
2023,February,MS,Ackerman,72.48280587332587
2023,March,MS,Ackerman,78.05235369001113
2023,April,MS,Ackerman,85.74336408342634
2023,May,MS,Ackerman,92.35291957310267
2023,June,MS,Ackerman,98.42593157087052
